,MovieName,Rating,Genre,Runtime,Stars
788,The Skeleton Key,6.5,Comedy| Horror| Thriller,104 min,Director:Iain Softley|     Stars:Kate Hudson| Peter Sarsgaard| Joy Bryant| Gena Rowlands
789,Don't Knock Twice,5.1,Comedy| Horror| Thriller,93 min,Director:Caradog W. James|     Stars:Katee Sackhoff| Lucy Boynton| Richard Mylan| Nick Moran
790,Dark Skies,6.3,Comedy| Horror| Thriller,97 min,Director:Scott Stewart|     Stars:Keri Russell| Jake Brennan| Josh Hamilton| Dakota Goyo
791,The Black Cauldron,6.5,Comedy| Horror| Thriller,80 min,Directors:Ted Berman| Richard Rich|     Stars:Grant Bardsley| Freddie Jones| Susan Sheridan| Nigel Hawthorne
792,The Sentinel,6.4,Comedy| Horror| Thriller,92 min,Director:Michael Winner|     Stars:Cristina Raines| Ava Gardner| Chris Sarandon| Martin Balsam
793,Wolf,6.2,Comedy| Horror| Thriller,125 min,Director:Mike Nichols|     Stars:Jack Nicholson| Michelle Pfeiffer| James Spader| Kate Nelligan
794,Jeepers Creepers 3,4.1,Comedy| Horror| Thriller,100 min,Director:Victor Salva|     Stars:Stan Shaw| Gabrielle Haugh| Brandon Smith| Meg Foster
795,Among the Shadows,2.2,Comedy| Horror| Thriller,96 min,Director:Tiago Mesquita|     Stars:Charlotte Beckett| Lindsay Lohan| Gianni Capaldi| Dominik Madani
796,Beloved,5.9,Comedy| Horror| Thriller,172 min,Director:Jonathan Demme|     Stars:Oprah Winfrey| Danny Glover| Yada Beener| Emil Pinnock
797,Baskin,5.8,Comedy| Horror| Thriller,97 min,Director:Can Evrenol|     Stars:Mehmet Cerrahoglu| Görkem Kasal| Ergun Kuyucu| Muharrem Bayrak
798,Birdemic: Shock and Terror,1.8,Comedy| Horror| Thriller,105 min,Director:James Nguyen|     Stars:Alan Bagh| Whitney Moore| Tippi Hedren| Janae Caster
799,Malicious,5,Comedy| Horror| Thriller,90 min,Director:Michael Winnick|     Stars:Josh Stewart| Bojana Novakovic| Delroy Lindo| Melissa Bolona
800,Jason X,4.4,Comedy| Horror| Thriller,91 min,Director:James Isaac|     Stars:Kane Hodder| Lexa Doig| Jeff Geddis| David Cronenberg
801,The Collector,6.4,Comedy| Horror| Thriller,90 min,Director:Marcus Dunstan|     Stars:Josh Stewart| Andrea Roth| Juan Fernández| William Prael
802,Hush,6,Comedy| Horror| Thriller,91 min,Director:Mark Tonderai|     Stars:William Ash| Christine Bottomley| Andreas Wisniewski| Claire Keelan
803,Spring,6.7,Comedy| Horror| Thriller,109 min,Directors:Justin Benson| Aaron Moorhead|     Stars:Lou Taylor Pucci| Nadia Hilker| Francesco Carnelutti| Nick Nevern
804,The Awakening,6.5,Comedy| Horror| Thriller,102 min,Director:Nick Murphy|     Stars:Rebecca Hall| Dominic West| Imelda Staunton| Lucy Cohu
805,The Darkest Hour,4.9,Comedy| Horror| Thriller,89 min,Director:Chris Gorak|     Stars:Emile Hirsch| Olivia Thirlby| Max Minghella| Rachael Taylor
806,Sharknado 4: The 4th Awakens,4,Comedy| Horror| Thriller,95 min,Director:Anthony C. Ferrante|     Stars:Ian Ziering| Tara Reid| Masiela Lusha| Cody Linley
807,The Brood,6.9,Comedy| Horror| Thriller,92 min,Director:David Cronenberg|     Stars:Oliver Reed| Samantha Eggar| Art Hindle| Henry Beckman
808,Dog Soldiers,6.8,Comedy| Horror| Thriller,105 min,Director:Neil Marshall|     Stars:Sean Pertwee| Kevin McKidd| Emma Cleasby| Liam Cunningham
809,Hostel: Part III,4.6,Comedy| Horror| Thriller,88 min,Director:Scott Spiegel|     Stars:Kip Pardue| Brian Hallisay| John Hensley| Sarah Habel
810,The Toxic Avenger,6.3,Comedy| Horror| Thriller,82 min,Directors:Michael Herz| Lloyd Kaufman|     Stars:Andree Maranda| Mitch Cohen| Jennifer Babtist| Cindy Manion
811,Harper's Island,7.5,Comedy| Horror| Thriller,40 min,Stars:Elaine Cassidy| Christopher Gorham| Matt Barr| Gina Holden
812,Dead Ringers,7.3,Comedy| Horror| Thriller,116 min,Director:David Cronenberg|     Stars:Jeremy Irons| Geneviève Bujold| Heidi von Palleske| Barbara Gordon
813,Kiseijû: Sei no kakuritsu,8.4,Comedy| Horror| Thriller,22 min,Stars:Adam Gibbs| Aya Hirano| Brittney Karbowski| Nobunaga Shimazaki
814,Masters of Horror,7.6,Comedy| Horror| Thriller,60 min,Stars:Karen Elizabeth Austin| J. Winston Carroll| Miho Ninagawa| Anthony Harrison
815,The Prophecy,6.5,Comedy| Horror| Thriller,98 min,Director:Gregory Widen|     Stars:Christopher Walken| Elias Koteas| Virginia Madsen| Eric Stoltz
816,Mata Batin,5.1,Comedy| Horror| Thriller,108 min,Director:Rocky Soraya|     Stars:Jessica Mila| Denny Sumargo| Citra Prima| Bianca Hello
817,The Hunt,-1,Comedy| Horror| Thriller,-1,Director:Craig Zobel|     Stars:Betty Gilpin| Emma Roberts| Justin Hartley| Ike Barinholtz
818,Wrong Turn 5: Bloodlines,4.2,Comedy| Horror| Thriller,91 min,Director:Declan O'Brien|     Stars:Doug Bradley| Camilla Arfwedson| Simon Ginty| Roxanne McKee
819,Bakjwi,7.2,Comedy| Horror| Thriller,135 min,Director:Chan-wook Park|     Stars:Kang-ho Song| Ok-bin Kim| Hee-jin Choi| Dong-soo Seo
820,Devil,6.2,Comedy| Horror| Thriller,80 min,Director:John Erick Dowdle|     Stars:Chris Messina| Caroline Dhavernas| Bokeem Woodbine| Logan Marshall-Green
821,Phantasm,6.8,Comedy| Horror| Thriller,88 min,Director:Don Coscarelli|     Stars:A. Michael Baldwin| Bill Thornbury| Reggie Bannister| Kathy Lester
822,Little Evil,5.7,Comedy| Horror| Thriller,94 min,Director:Eli Craig|     Stars:Evangeline Lilly| Owen Atlas| Adam Scott| Marcus Terrell Smith
823,Wrong Turn 6: Last Resort,4.3,Comedy| Horror| Thriller,91 min,Director:Valeri Milev|     Stars:Anthony Ilott| Chris Jarvis| Aqueela Zoll| Sadie Katz
824,Holidays,5.1,Comedy| Horror| Thriller,105 min,Directors:Anthony Scott Burns| Kevin Kölsch| Nicholas McCarthy| Adam Egypt Mortimer| Gary Shore| Kevin Smith| Sarah Adina Smith| Scott Stewart| Dennis Widmyer|     Stars:Madeleine Coghlan| Savannah Kennick| Rick Peters| Kate Rachesky
825,Dark Shadows,7.6,Comedy| Horror| Thriller,45 min,Stars:Ben Cross| Barbara Blackburn| Jim Fyfe| Joanna Going
826,Tremors,8,Comedy| Horror| Thriller,-1,Director:Vincenzo Natali|     Stars:Kevin Bacon| Hunter Parrish| Fred Ward| Shiloh Fernandez
827,Deathwatch,6,Comedy| Horror| Thriller,94 min,Director:M.J. Bassett|     Stars:Jamie Bell| Rúaidhrí Conroy| Mike Downey| Laurence Fox
828,Nosferatu: Phantom der Nacht,7.6,Comedy| Horror| Thriller,107 min,Director:Werner Herzog|     Stars:Klaus Kinski| Isabelle Adjani| Bruno Ganz| Roland Topor
829,I Spit on Your Grave 3: Vengeance Is Mine,5.2,Comedy| Horror| Thriller,92 min,Director:R.D. Braunstein|     Stars:Sarah Butler| Jennifer Landon| Doug McKeon| Gabriel Hogan
830,Blood Fest,5.3,Comedy| Horror| Thriller,92 min,Director:Owen Egerton|     Stars:Robbie Kay| Jacob Batalon| Seychelle Gabriel| Barbara Dunkelman
831,Slumlord,5.1,Comedy| Horror| Thriller,87 min,Director:Victor Zarcoff|     Stars:Neville Archambault| Sean Carrigan| PJ McCabe| Brianne Moncrief
832,The Haunted Mansion,5,Comedy| Horror| Thriller,88 min,Director:Rob Minkoff|     Stars:Eddie Murphy| Marsha Thomason| Jennifer Tilly| Terence Stamp
833,Silent House,5.3,Comedy| Horror| Thriller,86 min,Directors:Chris Kentis| Laura Lau|     Stars:Elizabeth Olsen| Adam Trese| Eric Sheffer Stevens| Julia Chan
834,John Dies at the End,6.4,Comedy| Horror| Thriller,99 min,Director:Don Coscarelli|     Stars:Chase Williamson| Rob Mayes| Paul Giamatti| Clancy Brown
835,Tourist Trap,6.2,Comedy| Horror| Thriller,90 min,Director:David Schmoeller|     Stars:Chuck Connors| Jocelyn Jones| Jon Van Ness| Robin Sherwood
836,A Girl Walks Home Alone at Night,7,Comedy| Horror| Thriller,101 min,Director:Ana Lily Amirpour|     Stars:Sheila Vand| Arash Marandi| Marshall Manesh| Mozhan Marnò
837,The Nest,5.3,Comedy| Horror| Thriller,89 min,Director:Terence H. Winkless|     Stars:Robert Lansing| Lisa Langlois| Franc Luz| Terri Treas
838,The Forest,4.8,Comedy| Horror| Thriller,93 min,Director:Jason Zada|     Stars:Natalie Dormer| Eoin Macken| Stephanie Vogt| Osamu Tanpopo
839,Land of the Dead,6.2,Comedy| Horror| Thriller,93 min,Director:George A. Romero|     Stars:John Leguizamo| Asia Argento| Simon Baker| Dennis Hopper
840,Psycho II,6.5,Comedy| Horror| Thriller,113 min,Director:Richard Franklin|     Stars:Anthony Perkins| Vera Miles| Meg Tilly| Robert Loggia
841,Dismissed,5.8,Comedy| Horror| Thriller,87 min,Director:Benjamin Arfmann|     Stars:Kent Osborne| Dylan Sprouse| Rae Gray| Alycia Delmore
842,The Hitcher,5.6,Comedy| Horror| Thriller,84 min,Director:Dave Meyers|     Stars:Sean Bean| Sophia Bush| Zachary Knighton| Neal McDonough
843,Monster Party,5.4,Comedy| Horror| Thriller,89 min,Director:Chris von Hoffmann|     Stars:Sam Strike| Virginia Gardner| Brandon Micheal Hall| Kian Lawley
844,The Slumber Party Massacre,5.7,Comedy| Horror| Thriller,77 min,Director:Amy Holden Jones|     Stars:Michelle Michaels| Robin Stille| Michael Villella| Debra De Liso
845,Knights of Badassdom,5.7,Comedy| Horror| Thriller,86 min,Director:Joe Lynch|     Stars:Ryan Kwanten| Steve Zahn| Peter Dinklage| Summer Glau
846,Nekromantik,5.1,Comedy| Horror| Thriller,71 min,Director:Jörg Buttgereit|     Stars:Bernd Daktari Lorenz| Beatrice Manowski| Harald Lundt| Collosseo
847,Il racconto dei racconti - Tale of Tales,6.4,Comedy| Horror| Thriller,134 min,Director:Matteo Garrone|     Stars:Salma Hayek| Vincent Cassel| Toby Jones| John C. Reilly
848,Jeepers Creepers 2,5.6,Comedy| Horror| Thriller,104 min,Director:Victor Salva|     Stars:Jonathan Breck| Ray Wise| Nicki Aycox| Garikayi Mutambirwa
849,Quarantine,6,Comedy| Horror| Thriller,89 min,Director:John Erick Dowdle|     Stars:Jennifer Carpenter| Steve Harris| Columbus Short| Jay Hernandez
850,A Haunting,8,Comedy| Horror| Thriller,60 min,Stars:Anthony D. Call| Kelley Davis| Scott Rollins| Tamara Johnson
851,Mirrors,6.2,Comedy| Horror| Thriller,110 min,Director:Alexandre Aja|     Stars:Kiefer Sutherland| Paula Patton| Amy Smart| Cameron Boyce
852,The Super,6,Comedy| Horror| Thriller,90 min,Director:Stephan Rick|     Stars:Patrick John Flueger| Val Kilmer| Louisa Krause| Mattea Conforti
853,12 Feet Deep,5.6,Comedy| Horror| Thriller,85 min,Director:Matt Eskandari|     Stars:Nora-Jane Noone| Alexandra Park| Diane Farr| Tobin Bell
854,Zombeavers,4.8,Comedy| Horror| Thriller,77 min,Director:Jordan Rubin|     Stars:Rachel Melvin| Cortney Palm| Lexi Atkins| Hutch Dano
855,A Nightmare on Elm Street 4: The Dream Master,5.7,Comedy| Horror| Thriller,93 min,Director:Renny Harlin|     Stars:Robert Englund| Rodney Eastman| John Beckman| Kisha Brackel
856,The Amityville Horror,6.2,Comedy| Horror| Thriller,117 min,Director:Stuart Rosenberg|     Stars:James Brolin| Margot Kidder| Rod Steiger| Don Stroud
857,Excision,6.1,Comedy| Horror| Thriller,81 min,Director:Richard Bates Jr.|     Stars:AnnaLynne McCord| Roger Bart| Ariel Winter| Traci Lords
858,The Campus,5,Comedy| Horror| Thriller,84 min,Director:J. Horton|     Stars:Rachel Amanda Bryant| Brit Sheridan| Scott Menville| Mohamed Hakeemshady
859,The Possession,5.9,Comedy| Horror| Thriller,92 min,Director:Ole Bornedal|     Stars:Natasha Calis| Jeffrey Dean Morgan| Kyra Sedgwick| Madison Davenport
860,14 Cameras,4.5,Comedy| Horror| Thriller,90 min,Directors:Seth Fuller| Scott Hussion|     Stars:Zach Dulin| Kodi Saint Angelo| Neville Archambault| Chelsea Edmundson
861,Trick 'r Treat,6.8,Comedy| Horror| Thriller,82 min,Director:Michael Dougherty|     Stars:Anna Paquin| Brian Cox| Dylan Baker| Rochelle Aytes
862,Constantine 2,-1,Comedy| Horror| Thriller,-1,
863,I'll Take Your Dead,5.9,Comedy| Horror| Thriller,83 min,Director:Chad Archibald|     Stars:Aidan Devine| Ava Preston| Jess Salgueiro| Brandon McKnight
864,Disturbing Behavior,5.6,Comedy| Horror| Thriller,84 min,Director:David Nutter|     Stars:James Marsden| Katie Holmes| Nick Stahl| Tobias Mehler
865,Dark Was the Night,5.6,Comedy| Horror| Thriller,90 min,Director:Jack Heller|     Stars:Kevin Durand| Lukas Haas| Bianca Kajlich| Nick Damici
866,Dominion,6.8,Comedy| Horror| Thriller,90 min,Stars:Christopher Egan| Tom Wisdom| Roxanne McKee| Luke Allen-Gale
867,Critters 3,4.4,Comedy| Horror| Thriller,86 min,Director:Kristine Peterson|     Stars:John Calvin| Aimee Brooks| Christian Cousins| Joseph Cousins
868,Wrong Turn 4: Bloody Beginnings,4.6,Comedy| Horror| Thriller,93 min,Director:Declan O'Brien|     Stars:Jennifer Pudavick| Tenika Davis| Kaitlyn Leeb| Terra Vnesa
869,Sorority Row,5.2,Comedy| Horror| Thriller,101 min,Director:Stewart Hendler|     Stars:Briana Evigan| Rumer Willis| Carrie Fisher| Teri Andrez
870,The Thing from Another World,7.2,Comedy| Horror| Thriller,87 min,Directors:Christian Nyby| Howard Hawks|     Stars:Kenneth Tobey| Margaret Sheridan| James Arness| Robert Cornthwaite
871,Forbidden World,5.2,Comedy| Horror| Thriller,77 min,Director:Allan Holzman|     Stars:Jesse Vint| Dawn Dunlap| June Chadwick| Linden Chiles
872,In the Tall Grass,-1,Comedy| Horror| Thriller,-1,Director:Vincenzo Natali|     Stars:Patrick Wilson| Harrison Gilbertson| Rachel Wilson| Will Buie Jr.
873,Pengabdi Setan,6.7,Comedy| Horror| Thriller,107 min,Director:Joko Anwar|     Stars:Tara Basro| Bront Palarae| Dimas Aditya| Endy Arfian
874,The Lodgers,5.1,Comedy| Horror| Thriller,92 min,Director:Brian O'Malley|     Stars:Charlotte Vega| Bill Milner| Eugene Simon| David Bradley
875,The Innocents,6.3,Comedy| Horror| Thriller,60 min,Stars:Sorcha Groundsell| Percelle Ascott| Guy Pearce| Jóhannes Haukur Jóhannesson
876,Wolfen,6.3,Comedy| Horror| Thriller,115 min,Director:Michael Wadleigh|     Stars:Albert Finney| Diane Venora| Edward James Olmos| Gregory Hines
877,Flowers in the Attic,6.1,Comedy| Horror| Thriller,86 min,Director:Deborah Chow|     Stars:Heather Graham| Ellen Burstyn| Kiernan Shipka| Mason Dye
878,Anacondas: The Hunt for the Blood Orchid,4.6,Comedy| Horror| Thriller,97 min,Director:Dwight H. Little|     Stars:Morris Chestnut| KaDee Strickland| Eugene Byrd| Johnny Messner
879,Chopping Mall,5.6,Comedy| Horror| Thriller,77 min,Director:Jim Wynorski|     Stars:Kelli Maroney| Tony O'Dell| Russell Todd| Karrie Emerson
880,Village of the Damned,5.6,Comedy| Horror| Thriller,98 min,Director:John Carpenter|     Stars:Christopher Reeve| Kirstie Alley| Linda Kozlowski| Michael Paré
881,Devilman: Crybaby,7.6,Comedy| Horror| Thriller,25 min,Stars:Griffin Burns| Cherami Leigh| Kyle McCarley| Cindy Robinson
882,Dracula,7.4,Comedy| Horror| Thriller,43 min,Stars:Jonathan Rhys Meyers| Jessica De Gouw| Thomas Kretschmann| Victoria Smurfit
883,Ravenous,7,Comedy| Horror| Thriller,101 min,Director:Antonia Bird|     Stars:Guy Pearce| Robert Carlyle| David Arquette| Jeremy Davies
884,Tyler Perry's Boo 2! A Madea Halloween,3.8,Comedy| Horror| Thriller,101 min,Director:Tyler Perry|     Stars:Tyler Perry| Cassi Davis| Patrice Lovely| Yousef Erakat
885,Dracula: Dead and Loving It,5.9,Comedy| Horror| Thriller,88 min,Director:Mel Brooks|     Stars:Leslie Nielsen| Mel Brooks| Peter MacNicol| Steven Weber
886,Stay Alive,5.1,Comedy| Horror| Thriller,85 min,Director:William Brent Bell|     Stars:Jon Foster| Samaire Armstrong| Frankie Muniz| Jimmi Simpson
887,The Changeling,7.3,Comedy| Horror| Thriller,107 min,Director:Peter Medak|     Stars:George C. Scott| Trish Van Devere| Melvyn Douglas| Jean Marsh
888,Kamera o tomeru na!,7.7,Comedy| Horror| Thriller,96 min,Director:Shin'ichirô Ueda|     Stars:Takayuki Hamatsu| Yuzuki Akiyama| Harumi Shuhama| Kazuaki Nagaya
889,Saw V,5.8,Comedy| Horror| Thriller,92 min,Director:David Hackl|     Stars:Scott Patterson| Costas Mandylor| Tobin Bell| Betsy Russell
890,The Midnight Meat Train,6.1,Comedy| Horror| Thriller,98 min,Director:Ryûhei Kitamura|     Stars:Vinnie Jones| Bradley Cooper| Leslie Bibb| Brooke Shields
891,The Stuff,5.9,Comedy| Horror| Thriller,87 min,Director:Larry Cohen|     Stars:Michael Moriarty| Andrea Marcovicci| Garrett Morris| Paul Sorvino
892,Night of the Comet,6.4,Comedy| Horror| Thriller,95 min,Director:Thom Eberhardt|     Stars:Catherine Mary Stewart| Kelli Maroney| Robert Beltran| Sharon Farrell
893,Les Revenants,8.2,Comedy| Horror| Thriller,52 min,Stars:Anne Consigny| Clotilde Hesme| Frédéric Pierrot| Céline Sallette
894,Ravenswood,6.6,Comedy| Horror| Thriller,43 min,Stars:Nicole Gale Anderson| Tyler Blackburn| Steven Cabral| Brett Dier
895,Sleepaway Camp III: Teenage Wasteland,5.3,Comedy| Horror| Thriller,80 min,Director:Michael A. Simpson|     Stars:Pamela Springsteen| Tracy Griffith| Michael J. Pollard| Mark Oliver
896,Repulsion,7.8,Comedy| Horror| Thriller,105 min,Director:Roman Polanski|     Stars:Catherine Deneuve| Ian Hendry| John Fraser| Yvonne Furneaux
897,Cat's Eye,6.3,Comedy| Horror| Thriller,94 min,Director:Lewis Teague|     Stars:Drew Barrymore| James Woods| Alan King| Kenneth McMillan
898,Re: Zero kara hajimeru isekai seikatsu,8,Comedy| Horror| Thriller,24 min,Stars:Yûsuke Kobayashi| Sean Chiplock| Rie Takahashi| Kayli Mills
899,Puppet Master: The Littlest Reich,5.4,Comedy| Horror| Thriller,90 min,Directors:Sonny Laguna| Tommy Wiklund|     Stars:Thomas Lennon| Jenny Pellicer| Nelson Franklin| Charlyne Yi
900,The Lords of Salem,5.1,Comedy| Horror| Thriller,101 min,Director:Rob Zombie|     Stars:Sheri Moon Zombie| Meg Foster| Bruce Davison| Jeff Daniel Phillips
901,Delirium,5.7,Comedy| Horror| Thriller,96 min,Director:Dennis Iliadis|     Stars:Topher Grace| Patricia Clarkson| Genesis Rodriguez| Robin Thomas
902,Office Uprising,6.3,Comedy| Horror| Thriller,92 min,Director:Lin Oeding|     Stars:Brenton Thwaites| Jane Levy| Karan Soni| Zachary Levi
903,Matriarch,5.7,Comedy| Horror| Thriller,91 min,Director:Scott Vickers|     Stars:Charlie Blackwood| Julie Hannan| Scott Vickers| Alan Cuthbert
904,Communion,6.5,Comedy| Horror| Thriller,98 min,Director:Alfred Sole|     Stars:Linda Miller| Mildred Clinton| Paula E. Sheppard| Niles McMaster
905,Rogue,6.2,Comedy| Horror| Thriller,99 min,Director:Greg McLean|     Stars:Michael Vartan| Radha Mitchell| Sam Worthington| Caroline Brazier
906,Even Lambs Have Teeth,5.1,Comedy| Horror| Thriller,78 min,Director:Terry Miles|     Stars:Kirsten Zien| Tiera Skovbye| Darren Mann| Michael Karl Richards
907,Bad Taste,6.7,Comedy| Horror| Thriller,91 min,Director:Peter Jackson|     Stars:Terry Potter| Pete O'Herne| Craig Smith| Mike Minett
908,Ringu,7.3,Comedy| Horror| Thriller,96 min,Director:Hideo Nakata|     Stars:Nanako Matsushima| Miki Nakatani| Yûko Takeuchi| Hitomi Satô
909,The Entity,6.6,Comedy| Horror| Thriller,125 min,Director:Sidney J. Furie|     Stars:Barbara Hershey| Ron Silver| David Labiosa| George Coe
910,K-12,-1,Comedy| Horror| Thriller,90 min,Director:Melanie Martinez|     Stars:Maggie Budzyna| Kendy Cruz| Megan Gage| Emma Harvey
911,Frankenstein's Army,5.3,Comedy| Horror| Thriller,84 min,Director:Richard Raaphorst|     Stars:Robert Gwilym| Hon Ping Tang| Alexander Mercury| Luke Newberry
912,The Monster,5.4,Comedy| Horror| Thriller,91 min,Director:Bryan Bertino|     Stars:Zoe Kazan| Ella Ballentine| Aaron Douglas| Christine Ebadi
913,Black Water,6,Comedy| Horror| Thriller,90 min,Directors:David Nerlich| Andrew Traucki|     Stars:Diana Glenn| Maeve Dermody| Andy Rodoreda| Ben Oxenbould
914,Mayhem,6.3,Comedy| Horror| Thriller,86 min,Director:Joe Lynch|     Stars:Steven Yeun| Samara Weaving| Steven Brand| Caroline Chikezie
915,Repo! The Genetic Opera,6.7,Comedy| Horror| Thriller,98 min,Director:Darren Lynn Bousman|     Stars:Paul Sorvino| Anthony Head| Alexa PenaVega| Sarah Brightman
916,Day of the Dead: Bloodline,3.4,Comedy| Horror| Thriller,90 min,Director:Hèctor Hernández Vicens|     Stars:Sophie Skelton| Johnathon Schaech| Jeff Gum| Marcus Vanco
917,Day of the Dead,4.5,Comedy| Horror| Thriller,86 min,Director:Steve Miner|     Stars:Mena Suvari| Nick Cannon| Michael Welch| AnnaLynne McCord
918,Creep 2,6.4,Comedy| Horror| Thriller,78 min,Director:Patrick Brice|     Stars:Karan Soni| Mark Duplass| Desiree Akhavan| Kyle Field
919,Ghosts of Mars,4.9,Comedy| Horror| Thriller,98 min,Director:John Carpenter|     Stars:Natasha Henstridge| Ice Cube| Pam Grier| Jason Statham
920,Altered States,6.9,Comedy| Horror| Thriller,102 min,Director:Ken Russell|     Stars:William Hurt| Blair Brown| Bob Balaban| Charles Haid
921,Henry: Portrait of a Serial Killer,7,Comedy| Horror| Thriller,83 min,Director:John McNaughton|     Stars:Michael Rooker| Tracy Arnold| Tom Towles| Mary Demas
922,Vacancy,6.2,Comedy| Horror| Thriller,85 min,Director:Nimród Antal|     Stars:Kate Beckinsale| Luke Wilson| Frank Whaley| Ethan Embry
923,My Bloody Valentine,6.3,Comedy| Horror| Thriller,90 min,Director:George Mihalka|     Stars:Paul Kelman| Lori Hallier| Neil Affleck| Keith Knight
924,Vamp,5.9,Comedy| Horror| Thriller,93 min,Director:Richard Wenk|     Stars:Chris Makepeace| Sandy Baron| Robert Rusler| Dedee Pfeiffer
925,La región salvaje,6.2,Comedy| Horror| Thriller,98 min,Director:Amat Escalante|     Stars:Ruth Ramos| Simone Bucio| Jesús Meza| Eden Villavicencio
926,The Sand,3.8,Comedy| Horror| Thriller,84 min,Director:Isaac Gabaeff|     Stars:Brooke Butler| Cleo Berry| Cynthia Murell| Dean Geyer
927,Gone,5.9,Comedy| Horror| Thriller,94 min,Director:Heitor Dhalia|     Stars:Amanda Seyfried| Jennifer Carpenter| Wes Bentley| Daniel Sunjata
928,Mimic,5.9,Comedy| Horror| Thriller,105 min,Director:Guillermo del Toro|     Stars:Mira Sorvino| Jeremy Northam| Alexander Goodwin| Giancarlo Giannini
929,Spider-Man: Phantasm,-1,Comedy| Horror| Thriller,-1,Director:Jack Wilson|     Star:Homero Riviera
930,Chang-gwol,6.3,Comedy| Horror| Thriller,121 min,Director:Sung-hoon Kim|     Stars:Dong-Gun Jang| Hyun Bin| Eui-sung Kim| Ji-hye Seo
931,Hidden,6.4,Comedy| Horror| Thriller,84 min,Directors:Matt Duffer| Ross Duffer|     Stars:Alexander Skarsgård| Andrea Riseborough| Emily Alyn Lind| Steven Elliot
932,Prom Night,5.4,Comedy| Horror| Thriller,92 min,Director:Paul Lynch|     Stars:Leslie Nielsen| Jamie Lee Curtis| Casey Stevens| Anne-Marie Martin
933,Galaxy of Terror,5.1,Comedy| Horror| Thriller,81 min,Director:Bruce D. Clark|     Stars:Edward Albert| Erin Moran| Ray Walston| Bernard Behrens
934,Akame ga Kill!,7.9,Comedy| Horror| Thriller,24 min,Stars:Sôma Saitô| Corey Hartzog| Sora Amamiya| Molly Searcy
935,I Still Know What You Did Last Summer,4.6,Comedy| Horror| Thriller,100 min,Director:Danny Cannon|     Stars:Jennifer Love Hewitt| Freddie Prinze Jr.| Brandy Norwood| Mekhi Phifer
936,Pledge,5.4,Comedy| Horror| Thriller,77 min,Director:Daniel Robbins|     Stars:Zachery Byrd| Phillip Andre Botello| Zack Weiner| Aaron Dalla Villa
937,The Forgotten,5.8,Comedy| Horror| Thriller,91 min,Director:Joseph Ruben|     Stars:Julianne Moore| Dominic West| Christopher Kovaleski| Matthew Pleszewicz
938,Death House,3,Comedy| Horror| Thriller,95 min,Director:B. Harrison Smith|     Stars:Bill Moseley| Tony Todd| Nicole Cinaglia| Adrienne Barbeau
939,Freaks of Nature,5.9,Comedy| Horror| Thriller,92 min,Director:Robbie Pickering|     Stars:Nicholas Braun| Mackenzie Davis| Josh Fadem| Denis Leary
940,Elvira: Mistress of the Dark,6.5,Comedy| Horror| Thriller,96 min,Director:James Signorelli|     Stars:Cassandra Peterson| Phil Rubenstein| Larry Flash Jenkins| Damita Jo Freeman
941,Astral,5.7,Comedy| Horror| Thriller,83 min,Director:Chris Mul|     Stars:Frank Dillane| Damson Idris| Catherine Steadman| Vanessa Grasse
942,Scooby-Doo! Mystery Incorporated,8,Comedy| Horror| Thriller,23 min,Stars:Frank Welker| Mindy Cohn| Grey Griffin| Matthew Lillard
943,The House on Sorority Row,6.1,Comedy| Horror| Thriller,91 min,Director:Mark Rosman|     Stars:Kate McNeil| Eileen Davidson| Janis Ward| Robin Meloy
944,Phenomena,6.8,Comedy| Horror| Thriller,116 min,Director:Dario Argento|     Stars:Jennifer Connelly| Donald Pleasence| Daria Nicolodi| Fiore Argento
945,Patient Zero,4.4,Comedy| Horror| Thriller,93 min,Director:Stefan Ruzowitzky|     Stars:Natalie Dormer| Stanley Tucci| Matt Smith| Clive Standen
946,Les affamés,5.9,Comedy| Horror| Thriller,104 min,Director:Robin Aubert|     Stars:Marc-André Grondin| Monia Chokri| Charlotte St-Martin| Micheline Lanctôt
947,À l'intérieur,6.8,Comedy| Horror| Thriller,82 min,Directors:Alexandre Bustillo| Julien Maury|     Stars:Alysson Paradis| Jean-Baptiste Tabourin| Claude Lulé| Dominique Frot
948,Frankenstein,7.9,Comedy| Horror| Thriller,70 min,Director:James Whale|     Stars:Colin Clive| Mae Clarke| Boris Karloff| John Boles
949,Beyond the Black Rainbow,6,Comedy| Horror| Thriller,110 min,Director:Panos Cosmatos|     Stars:Eva Bourne| Michael J Rogers| Scott Hylands| Rondel Reynoldson
950,The Hidden,7,Comedy| Horror| Thriller,97 min,Director:Jack Sholder|     Stars:Kyle MacLachlan| Michael Nouri| Claudia Christian| Clarence Felder
951,Wiedzmin 3: Dziki Gon Krew i wino,9.8,Comedy| Horror| Thriller,-1,Directors:Konrad Tomaszkiewicz| Michal Konarski|     Stars:Doug Cockle| MyAnna Buring| Antonia Bernath| Mark Noble
952,Tragedy Girls,6,Comedy| Horror| Thriller,98 min,Director:Tyler MacIntyre|     Stars:Brianna Hildebrand| Alexandra Shipp| Jack Quaid| Kevin Durand
953,The Omen,5.5,Comedy| Horror| Thriller,110 min,Director:John Moore|     Stars:Liev Schreiber| Julia Stiles| Seamus Davey-Fitzpatrick| David Thewlis
