,MovieName,Rating,Genre,Runtime,Stars
628,I Spit on Your Grave 2,5.7,Comedy| Horror| Thriller,106 min,Director:Steven R. Monroe|     Stars:Jemma Dallender| Joe Absolom| Yavor Baharov| George Zlatarev
629,Gothika,5.8,Comedy| Horror| Thriller,98 min,Director:Mathieu Kassovitz|     Stars:Halle Berry| Penélope Cruz| Robert Downey Jr.| Charles S. Dutton
630,The Secret Circle,7.4,Comedy| Horror| Thriller,45 min,Stars:Britt Robertson| Thomas Dekker| Phoebe Tonkin| Shelley Hennig
631,King Kong,5.9,Comedy| Horror| Thriller,134 min,Director:John Guillermin|     Stars:Jeff Bridges| Charles Grodin| Jessica Lange| John Randolph
632,Head Count,5,Comedy| Horror| Thriller,90 min,Director:Elle Callahan|     Stars:Isaac Jay| Ashleigh Morghan| Bevin Bru| Billy Meade
633,Black Christmas,7.2,Comedy| Horror| Thriller,98 min,Director:Bob Clark|     Stars:Olivia Hussey| Keir Dullea| Margot Kidder| John Saxon
634,Invasion of the Body Snatchers,7.4,Comedy| Horror| Thriller,115 min,Director:Philip Kaufman|     Stars:Donald Sutherland| Brooke Adams| Jeff Goldblum| Veronica Cartwright
635,Rings,4.5,Comedy| Horror| Thriller,102 min,Director:F. Javier Gutiérrez|     Stars:Matilda Anna Ingrid Lutz| Alex Roe| Johnny Galecki| Vincent D'Onofrio
636,Better Watch Out,6.5,Comedy| Horror| Thriller,89 min,Director:Chris Peckover|     Stars:Olivia DeJonge| Levi Miller| Ed Oxenbould| Aleks Mikic
637,Lore,6.8,Comedy| Horror| Thriller,40 min,Stars:Aaron Mahnke| Steven Berkoff| Josh Bowman| Paula Malcomson
638,Cold Skin,6,Comedy| Horror| Thriller,108 min,Director:Xavier Gens|     Stars:Ray Stevenson| David Oakes| Aura Garrido| Winslow M. Iwaki
639,He Knows You're Alone,4.9,Comedy| Horror| Thriller,94 min,Director:Armand Mastroianni|     Stars:Don Scardino| Caitlin O'Heaney| Elizabeth Kemp| Tom Rolfing
640,Morgan,5.8,Comedy| Horror| Thriller,92 min,Director:Luke Scott|     Stars:Kate Mara| Anya Taylor-Joy| Rose Leslie| Michael Yare
641,Beyond Skyline,5.3,Comedy| Horror| Thriller,106 min,Director:Liam O'Donnell|     Stars:Frank Grillo| Bojana Novakovic| Jonny Weston| Callan Mulvey
642,Take Shelter,7.4,Comedy| Horror| Thriller,121 min,Director:Jeff Nichols|     Stars:Michael Shannon| Jessica Chastain| Shea Whigham| Tova Stewart
643,The Texas Chainsaw Massacre 2,5.6,Comedy| Horror| Thriller,101 min,Director:Tobe Hooper|     Stars:Dennis Hopper| Caroline Williams| Jim Siedow| Bill Moseley
644,Once Bitten,5.5,Comedy| Horror| Thriller,94 min,Director:Howard Storm|     Stars:Lauren Hutton| Jim Carrey| Karen Kopins| Cleavon Little
645,Wrong Turn 3: Left for Dead,4.6,Comedy| Horror| Thriller,92 min,Director:Declan O'Brien|     Stars:Tom Frederic| Janet Montgomery| Gil Kolirin| Christian Contreras
646,Deliver Us from Evil,6.2,Comedy| Horror| Thriller,118 min,Director:Scott Derrickson|     Stars:Eric Bana| Edgar Ramírez| Olivia Munn| Chris Coy
647,Midsommer,5.8,Comedy| Horror| Thriller,94 min,Director:Carsten Myllerup|     Stars:Kristian Leth| Laura Christensen| Tuva Novotny| Jon Lange
648,Batman: Arkham Knight,9.1,Comedy| Horror| Thriller,-1,Director:Sefton Hill|     Stars:Carlos Alazraqui| Laura Bailey| Troy Baker| Jonathan Banks
649,Eliza Graves,6.8,Comedy| Horror| Thriller,112 min,Director:Brad Anderson|     Stars:Kate Beckinsale| Jim Sturgess| David Thewlis| Brendan Gleeson
650,The Stepford Wives,5.3,Comedy| Horror| Thriller,93 min,Director:Frank Oz|     Stars:Nicole Kidman| Bette Midler| Matthew Broderick| Glenn Close
651,Wolf Creek,7.2,Comedy| Horror| Thriller,45 min,Stars:John Jarratt| Lucy Fry| Dustin Clare| Matt Day
652,Troll 2,2.8,Comedy| Horror| Thriller,95 min,Director:Claudio Fragasso|     Stars:Michael Paul Stephenson| George Hardy| Margo Prey| Connie Young
653,Boo! A Madea Halloween,4.6,Comedy| Horror| Thriller,103 min,Director:Tyler Perry|     Stars:Tyler Perry| Cassi Davis| Patrice Lovely| Yousef Erakat
654,Un couteau dans le coeur,6.2,Comedy| Horror| Thriller,102 min,Director:Yann Gonzalez|     Stars:Vanessa Paradis| Nicolas Maury| Kate Moran| Jonathan Genet
655,Critters,6.1,Comedy| Horror| Thriller,86 min,Director:Stephen Herek|     Stars:Dee Wallace| M. Emmet Walsh| Billy Green Bush| Scott Grimes
656,Poltergeist,4.9,Comedy| Horror| Thriller,93 min,Director:Gil Kenan|     Stars:Sam Rockwell| Rosemarie DeWitt| Kennedi Clements| Saxon Sharbino
657,Killer Unicorn,3.3,Comedy| Horror| Thriller,74 min,Director:Drew Bolton|     Stars:Dennis Budesheim| Alejandro La Rosa| Markus Kelle| Monica Garcia Bradley
658,Saw 3D,5.6,Comedy| Horror| Thriller,90 min,Director:Kevin Greutert|     Stars:Tobin Bell| Costas Mandylor| Betsy Russell| Cary Elwes
659,Room 104,6.1,Comedy| Horror| Thriller,30 min,Stars:Jennifer Lafleur| Jenny Leonhardt| Michael Chandler| Melonie Diaz
660,Hotel Transylvania 2,6.7,Comedy| Horror| Thriller,89 min,Director:Genndy Tartakovsky|     Stars:Adam Sandler| Andy Samberg| Selena Gomez| Kevin James
661,Gojira,7.6,Comedy| Horror| Thriller,96 min,Director:Ishirô Honda|     Stars:Takashi Shimura| Akihiko Hirata| Akira Takarada| Momoko Kôchi
662,Odd Thomas,6.9,Comedy| Horror| Thriller,97 min,Director:Stephen Sommers|     Stars:Anton Yelchin| Ashley Sommers| Leonor Varela| Matthew Page
663,The Witches of Eastwick,6.5,Comedy| Horror| Thriller,118 min,Director:George Miller|     Stars:Jack Nicholson| Cher| Susan Sarandon| Michelle Pfeiffer
664,Wrong Turn 2: Dead End,5.5,Comedy| Horror| Thriller,93 min,Director:Joe Lynch|     Stars:Erica Leerhsen| Henry Rollins| Texas Battle| Aleksa Palladino
665,Deep Rising,6,Comedy| Horror| Thriller,106 min,Director:Stephen Sommers|     Stars:Treat Williams| Famke Janssen| Anthony Heald| Kevin J. O'Connor
666,Halloween III: Season of the Witch,4.8,Comedy| Horror| Thriller,98 min,Director:Tommy Lee Wallace|     Stars:Tom Atkins| Stacey Nelkin| Dan O'Herlihy| Michael Currie
667,Dreamcatcher,5.5,Comedy| Horror| Thriller,136 min,Director:Lawrence Kasdan|     Stars:Morgan Freeman| Thomas Jane| Jason Lee| Damian Lewis
668,Zombi 2,6.9,Comedy| Horror| Thriller,91 min,Director:Lucio Fulci|     Stars:Tisa Farrow| Ian McCulloch| Richard Johnson| Al Cliver
669,The Final Girls,6.6,Comedy| Horror| Thriller,88 min,Director:Todd Strauss-Schulson|     Stars:Taissa Farmiga| Malin Akerman| Adam Devine| Thomas Middleditch
670,Creature from the Black Lagoon,7,Comedy| Horror| Thriller,79 min,Director:Jack Arnold|     Stars:Richard Carlson| Julie Adams| Richard Denning| Antonio Moreno
671,Child's Play,-1,Comedy| Horror| Thriller,-1,Star:Brad Dourif
672,Nightbreed,6.6,Comedy| Horror| Thriller,102 min,Director:Clive Barker|     Stars:Craig Sheffer| David Cronenberg| Anne Bobby| Charles Haid
673,A Dark Song,6.1,Comedy| Horror| Thriller,100 min,Director:Liam Gavin|     Stars:Steve Oram| Catherine Walker| Susan Loughnane| Mark Huberman
674,Byzantium,6.5,Comedy| Horror| Thriller,118 min,Director:Neil Jordan|     Stars:Saoirse Ronan| Gemma Arterton| Sam Riley| Caleb Landry Jones
675,Gremlins 2: The New Batch,6.4,Comedy| Horror| Thriller,106 min,Director:Joe Dante|     Stars:Zach Galligan| Phoebe Cates| John Glover| Robert Prosky
676,Friday the 13th Part VIII: Jason Takes Manhattan,4.6,Comedy| Horror| Thriller,100 min,Director:Rob Hedden|     Stars:Jensen Daggett| Kane Hodder| Todd Caldecott| Tiffany Paulsen
677,House on Haunted Hill,5.6,Comedy| Horror| Thriller,93 min,Director:William Malone|     Stars:Geoffrey Rush| Famke Janssen| Taye Diggs| Peter Gallagher
678,Berlin Syndrome,6.3,Comedy| Horror| Thriller,116 min,Director:Cate Shortland|     Stars:Teresa Palmer| Max Riemelt| Matthias Habich| Emma Bading
679,Hide and Seek,5.9,Comedy| Horror| Thriller,101 min,Director:John Polson|     Stars:Robert De Niro| Dakota Fanning| Famke Janssen| Elisabeth Shue
680,Outcast,7.5,Comedy| Horror| Thriller,60 min,Stars:Patrick Fugit| Philip Glenister| Wrenn Schmidt| Reg E. Cathey
681,Girlhouse,5.5,Comedy| Horror| Thriller,99 min,Directors:Jon Knautz| Trevor Matthews|     Stars:Ali Cobrin| Adam DiMarco| Slaine| Alyson Bath
682,Halloween H20: 20 Years Later,5.7,Comedy| Horror| Thriller,86 min,Director:Steve Miner|     Stars:Jamie Lee Curtis| Josh Hartnett| Adam Arkin| Michelle Williams
683,The Domestics,5.7,Comedy| Horror| Thriller,95 min,Director:Mike P. Nelson|     Stars:Kate Bosworth| Tyler Hoechlin| Sonoya Mizuno| Lance Reddick
684,Night of the Demons,6.3,Comedy| Horror| Thriller,90 min,Director:Kevin Tenney|     Stars:Cathy Podewell| Alvin Alexis| Hal Havins| Allison Barron
685,Resident Evil: Afterlife,5.9,Comedy| Horror| Thriller,96 min,Director:Paul W.S. Anderson|     Stars:Milla Jovovich| Ali Larter| Wentworth Miller| Kim Coates
686,Escape Room,4.2,Comedy| Horror| Thriller,81 min,Director:Will Wernick|     Stars:Evan Williams| Annabelle Stephenson| Elisabeth Hower| Dan J. Johnson
687,Pumpkinhead,6.2,Comedy| Horror| Thriller,86 min,Director:Stan Winston|     Stars:Lance Henriksen| Jeff East| John D'Aquino| Kimberly Ross
688,The Vault,4.8,Comedy| Horror| Thriller,91 min,Director:Dan Bush|     Stars:James Franco| Scott Haze| Taryn Manning| Francesca Eastwood
689,Cabin Fever,3.7,Comedy| Horror| Thriller,99 min,Director:Travis Zariwny|     Stars:Gage Golightly| Matthew Daddario| Samuel Davis| Nadine Crocker
690,Jessabelle,5.4,Comedy| Horror| Thriller,90 min,Director:Kevin Greutert|     Stars:Sarah Snook| Mark Webber| Joelle Carter| David Andrews
691,Sinister 2,5.3,Comedy| Horror| Thriller,97 min,Director:Ciarán Foy|     Stars:James Ransone| Shannyn Sossamon| Robert Daniel Sloan| Dartanian Sloan
692,Tremors: A Cold Day in Hell,5.1,Comedy| Horror| Thriller,98 min,Director:Don Michael Paul|     Stars:Jay Anstey| Alistair Moulton Black| Paul du Toit| Michael Gross
693,King Kong,7.9,Comedy| Horror| Thriller,100 min,Directors:Merian C. Cooper| Ernest B. Schoedsack|     Stars:Fay Wray| Robert Armstrong| Bruce Cabot| Frank Reicher
694,Thelma,7,Comedy| Horror| Thriller,116 min,Director:Joachim Trier|     Stars:Eili Harboe| Kaya Wilkins| Henrik Rafaelsen| Ellen Dorrit Petersen
695,La nuit a dévoré le monde,6,Comedy| Horror| Thriller,93 min,Director:Dominique Rocher|     Stars:Anders Danielsen Lie| Golshifteh Farahani| Denis Lavant| Sigrid Bouaziz
696,Winterskin,4.1,Comedy| Horror| Thriller,84 min,Director:Charlie Steeds|     Stars:David Lenik| Rowena Bentley| Barrington De La Roche| John Lomas
697,The Russian Bride,6.1,Comedy| Horror| Thriller,101 min,Director:Michael S. Ojeda|     Stars:Corbin Bernsen| Oksana Orlan| Kristina Pimenova| Lisa Goodman
698,The Ward,5.6,Comedy| Horror| Thriller,89 min,Director:John Carpenter|     Stars:Amber Heard| Mamie Gummer| Danielle Panabaker| Laura-Leigh
699,The Howling,6.6,Comedy| Horror| Thriller,91 min,Director:Joe Dante|     Stars:Dee Wallace| Patrick Macnee| Dennis Dugan| Christopher Stone
700,Duel,7.7,Comedy| Horror| Thriller,90 min,Director:Steven Spielberg|     Stars:Dennis Weaver| Jacqueline Scott| Eddie Firestone| Lou Frizzell
701,Hell Fest,5.5,Comedy| Horror| Thriller,89 min,Director:Gregory Plotkin|     Stars:Cynthea Mercado| Stephen Conroy| Amy Forsyth| Bex Taylor-Klaus
702,American Mary,6.3,Comedy| Horror| Thriller,103 min,Directors:Jen Soska| Sylvia Soska|     Stars:Katharine Isabelle| Antonio Cupo| Tristan Risk| David Lovgren
703,Hostile,5.4,Comedy| Horror| Thriller,83 min,Director:Mathieu Turi|     Stars:Brittany Ashworth| Grégory Fitoussi| Javier Botet| Jay Benedict
704,Crawlspace,5.1,Comedy| Horror| Thriller,88 min,Director:Phil Claydon|     Stars:Michael Vartan| Erin Moriarty| Nadine Velazquez| Ronnie Gene Blevins
705,Sleepwalkers,5.2,Comedy| Horror| Thriller,91 min,Director:Mick Garris|     Stars:Brian Krause| Mädchen Amick| Alice Krige| Jim Haynie
706,Frankenstein,6.4,Comedy| Horror| Thriller,123 min,Director:Kenneth Branagh|     Stars:Robert De Niro| Kenneth Branagh| Helena Bonham Carter| Tom Hulce
707,The Hills Have Eyes II,5.1,Comedy| Horror| Thriller,89 min,Director:Martin Weisz|     Stars:Daniella Alonso| Jacob Vargas| Michael Bailey Smith| Cécile Breccia
708,The Outer Limits,8.2,Comedy| Horror| Thriller,51 min,Stars:Bob Johnson| Ben Wright| William Douglas| Robert Culp
709,Flatliners,6.6,Comedy| Horror| Thriller,115 min,Director:Joel Schumacher|     Stars:Kiefer Sutherland| Kevin Bacon| Julia Roberts| William Baldwin
710,Le pacte des loups,7.1,Comedy| Horror| Thriller,142 min,Director:Christophe Gans|     Stars:Samuel Le Bihan| Mark Dacascos| Jérémie Renier| Vincent Cassel
711,Friend Request,5.3,Comedy| Horror| Thriller,92 min,Director:Simon Verhoeven|     Stars:Alycia Debnam-Carey| William Moseley| Connor Paolo| Brit Morgan
712,Stir of Echoes,7,Comedy| Horror| Thriller,99 min,Director:David Koepp|     Stars:Kevin Bacon| Zachary David Cope| Kathryn Erbe| Illeana Douglas
713,Pi,7.4,Comedy| Horror| Thriller,84 min,Director:Darren Aronofsky|     Stars:Sean Gullette| Mark Margolis| Ben Shenkman| Pamela Hart
714,Amityville: The Awakening,4.9,Comedy| Horror| Thriller,85 min,Director:Franck Khalfoun|     Stars:Jennifer Jason Leigh| Bella Thorne| Mckenna Grace| Cameron Monaghan
715,From Beyond,6.7,Comedy| Horror| Thriller,85 min,Director:Stuart Gordon|     Stars:Jeffrey Combs| Barbara Crampton| Ted Sorel| Ken Foree
716,Day of the Dead,7.2,Comedy| Horror| Thriller,96 min,Director:George A. Romero|     Stars:Lori Cardille| Terry Alexander| Joseph Pilato| Jarlath Conroy
717,Resident Evil: Retribution,5.4,Comedy| Horror| Thriller,95 min,Director:Paul W.S. Anderson|     Stars:Milla Jovovich| Sienna Guillory| Michelle Rodriguez| Aryana Engineer
718,Wes Craven's New Nightmare,6.5,Comedy| Horror| Thriller,112 min,Director:Wes Craven|     Stars:Heather Langenkamp| Robert Englund| Jeff Davis| Miko Hughes
719,eXistenZ,6.8,Comedy| Horror| Thriller,97 min,Director:David Cronenberg|     Stars:Jude Law| Jennifer Jason Leigh| Ian Holm| Willem Dafoe
720,Killer Klowns from Outer Space,6.1,Comedy| Horror| Thriller,88 min,Director:Stephen Chiodo|     Stars:Grant Cramer| Suzanne Snyder| John Allen Nelson| John Vernon
721,Deep Blue Sea 2,3.3,Comedy| Horror| Thriller,94 min,Director:Darin Scott|     Stars:Danielle Savre| Rob Mayes| Michael Beach| Nathan Lynn
722,Brahms: The Boy II,-1,Comedy| Horror| Thriller,-1,Director:William Brent Bell|     Stars:Katie Holmes| Ralph Ineson| Owain Yeoman| Christopher Convery
723,Creepshow 2,6.1,Comedy| Horror| Thriller,92 min,Director:Michael Gornick|     Stars:George Kennedy| Lois Chiles| Domenick John| Tom Savini
724,Itsy Bitsy,-1,Comedy| Horror| Thriller,-1,Director:Micah Gallo|     Stars:Bruce Davison| Denise Crosby| Elizabeth Roberts| Arman Darbo
725,Phantom of the Paradise,7.4,Comedy| Horror| Thriller,91 min,Director:Brian De Palma|     Stars:Paul Williams| William Finley| Jessica Harper| Gerrit Graham
726,Sleepaway Camp II: Unhappy Campers,5.8,Comedy| Horror| Thriller,80 min,Director:Michael A. Simpson|     Stars:Pamela Springsteen| Renée Estevez| Tony Higgins| Valerie Hartman
727,Thale,5.6,Comedy| Horror| Thriller,76 min,Director:Aleksander Nordaas|     Stars:Silje Reinåmo| Erlend Nervold| Jon Sigve Skard| Morten Andresen
728,Urban Legend,5.5,Comedy| Horror| Thriller,99 min,Director:Jamie Blanks|     Stars:Jared Leto| Alicia Witt| Rebecca Gayheart| Michael Rosenbaum
729,Isabelle,4.6,Comedy| Horror| Thriller,81 min,Director:Robert Heydon|     Stars:Amanda Crew| Adam Brody| Zoë Belkin| Sheila McCarthy
730,The Hills Have Eyes,6.4,Comedy| Horror| Thriller,90 min,Director:Wes Craven|     Stars:Suze Lanier-Bramlett| Robert Houston| Martin Speer| Dee Wallace
731,The Langoliers,6.1,Comedy| Horror| Thriller,180 min,Stars:Patricia Wettig| Dean Stockwell| Tom Holland| Kate Maberly
732,Queen of the Damned,5.3,Comedy| Horror| Thriller,101 min,Director:Michael Rymer|     Stars:Aaliyah| Stuart Townsend| Marguerite Moreau| Vincent Perez
733,I Am the Pretty Thing That Lives in the House,4.6,Comedy| Horror| Thriller,89 min,Director:Oz Perkins|     Stars:Ruth Wilson| Paula Prentiss| Bob Balaban| Lucy Boynton
734,Blair Witch,5,Comedy| Horror| Thriller,89 min,Director:Adam Wingard|     Stars:James Allen McCune| Callie Hernandez| Corbin Reid| Brandon Scott
735,CTRL,4.2,Comedy| Horror| Thriller,80 min,Director:Harry Lindley|     Stars:Hainsley Lloyd Bennett| Julian Mack| Saabeah Theos| Mia Foo
736,Scream: Resurrection,-1,Comedy| Horror| Thriller,43 min,Stars:RJ Cyler| Mary J. Blige| Giullian Yao Gioiello| Roger Jackson
737,Koroshiya 1,7.1,Comedy| Horror| Thriller,129 min,Director:Takashi Miike|     Stars:Tadanobu Asano| Nao Ohmori| Shin'ya Tsukamoto| Paulyn Sun
738,Science Fiction Volume One: The Osiris Child,5.6,Comedy| Horror| Thriller,95 min,Director:Shane Abbess|     Stars:Kellan Lutz| Daniel MacPherson| Isabel Lucas| Luke Ford
739,Saw III,6.2,Comedy| Horror| Thriller,108 min,Director:Darren Lynn Bousman|     Stars:Tobin Bell| Shawnee Smith| Angus Macfadyen| Bahar Soomekh
740,Krampus,6.2,Comedy| Horror| Thriller,98 min,Director:Michael Dougherty|     Stars:Adam Scott| Toni Collette| David Koechner| Allison Tolman
741,Primal Rage,4.9,Comedy| Horror| Thriller,106 min,Director:Patrick Magee|     Stars:Casey Gagliardi| Andrew Joseph Montgomery| Jameson Pazak| Marshal Hilton
742,Black Christmas,4.6,Comedy| Horror| Thriller,84 min,Director:Glen Morgan|     Stars:Michelle Trachtenberg| Mary Elizabeth Winstead| Lacey Chabert| Katie Cassidy
743,Shivers,6.5,Comedy| Horror| Thriller,87 min,Director:David Cronenberg|     Stars:Paul Hampton| Joe Silver| Lynn Lowry| Allan Kolman
744,Open Water,5.7,Comedy| Horror| Thriller,79 min,Director:Chris Kentis|     Stars:Blanchard Ryan| Daniel Travis| Saul Stein| Michael E. Williamson
745,The Last Sharknado: It's About Time,3.6,Comedy| Horror| Thriller,86 min,Director:Anthony C. Ferrante|     Stars:Ian Ziering| Tara Reid| Cassandra Scerbo| Judah Friedlander
746,The Mothman Prophecies,6.5,Comedy| Horror| Thriller,119 min,Director:Mark Pellington|     Stars:Richard Gere| Laura Linney| David Eigenberg| Bob Tracey
747,Dead Calm,6.8,Comedy| Horror| Thriller,96 min,Director:Phillip Noyce|     Stars:Nicole Kidman| Sam Neill| Billy Zane| Rod Mullinar
748,Kenpû denki beruseruku,8.5,Comedy| Horror| Thriller,22 min,Stars:Nobutoshi Canna| Marc Diraison| Carrie Keranen| Kevin T. Collins
749,Burning Bright,5.9,Comedy| Horror| Thriller,86 min,Director:Carlos Brooks|     Stars:Briana Evigan| Charlie Tahan| Garret Dillahunt| Meat Loaf
750,V/H/S,5.8,Comedy| Horror| Thriller,116 min,Directors:Matt Bettinelli-Olpin| David Bruckner| Tyler Gillett| Justin Martinez| Glenn McQuaid| Radio Silence| Joe Swanberg| Chad Villella| Ti West| Adam Wingard|     Stars:Calvin Reeder| Lane Hughes| Adam Wingard| Hannah Fierman
751,Ginger Snaps,6.8,Comedy| Horror| Thriller,108 min,Director:John Fawcett|     Stars:Emily Perkins| Katharine Isabelle| Kris Lemche| Mimi Rogers
752,Beyond Belief: Fact or Fiction,8,Comedy| Horror| Thriller,60 min,Stars:Jonathan Frakes| Don LaFontaine| James Brolin| Gary Imhoff
753,Megalodon,3,Comedy| Horror| Thriller,88 min,Director:James Thomas|     Stars:Michael Madsen| Caroline Harris| Ego Mikitas| Aimee Stolte
754,What Ever Happened to Baby Jane?,8.1,Comedy| Horror| Thriller,134 min,Director:Robert Aldrich|     Stars:Bette Davis| Joan Crawford| Victor Buono| Wesley Addy
755,Blood from the Mummy's Tomb,5.7,Comedy| Horror| Thriller,94 min,Directors:Seth Holt| Michael Carreras|     Stars:Andrew Keir| Valerie Leon| James Villiers| Hugh Burden
756,Halloween II,4.9,Comedy| Horror| Thriller,105 min,Director:Rob Zombie|     Stars:Scout Taylor-Compton| Tyler Mane| Malcolm McDowell| Sheri Moon Zombie
757,Jason Goes to Hell: The Final Friday,4.3,Comedy| Horror| Thriller,87 min,Director:Adam Marcus|     Stars:John D. LeMay| Kari Keegan| Kane Hodder| Steven Williams
758,"Janghwa, Hongryeon",7.2,Comedy| Horror| Thriller,115 min,Director:Jee-woon Kim|     Stars:Kap-su Kim| Jung-ah Yum| Soo-jung Lim| Geun-young Moon
759,Bait,5.2,Comedy| Horror| Thriller,93 min,Director:Kimble Rendall|     Stars:Richard Brancatisano| Xavier Samuel| Chris Betts| Sharni Vinson
